1599678161.35,6901793,13375613,74.9,141938688,26.2,264216576
1599678161.61,6917200,13379404,82.7,141205504,30.0,264216576
1599678161.88,6935372,13383157,80.8,141254656,25.8,264216576
1599678162.15,6959950,13387315,92.5,141283328,29.6,264216576
1599678162.42,6988034,13391278,85.4,141545472,29.3,264216576
1599678162.69,7003801,13395011,96.2,141545472,25.8,264216576
1599678162.97,7019430,13398947,97.5,141582336,24.7,264216576
1599678163.25,7032947,13402943,74.8,141594624,26.4,264216576
1599678163.51,7050889,13406954,78.7,141594624,30.1,264216576
1599678163.78,7065434,13410750,79.2,141598720,26.2,264216576
1599678164.05,7078106,13414763,96.7,141598720,25.7,264216576
1599678164.32,7104555,13418725,81.7,141598720,26.0,264216576
1599678164.59,7134421,13422359,84.8,141602816,29.7,264216576
1599678164.86,7144817,13426294,97.4,141627392,25.4,264216576
1599678165.13,7159691,13430070,86.3,141664256,25.6,264216576
1599678165.41,7174448,13433722,89.7,141709312,25.9,264216576
1599678165.68,7193813,13437669,98.0,141750272,25.6,264216576
1599678165.95,7206260,13441975,87.6,141795328,22.1,264216576
1599678166.22,7228037,13445644,92.0,141819904,26.4,264216576
1599678166.49,7250033,13449493,87.1,141852672,26.4,264216576
1599678166.75,7264184,13453289,90.2,141922304,29.2,264216576
1599678167.02,7277857,13457702,80.9,141963264,26.6,264216576
1599678167.29,7294658,13461295,90.1,142028800,29.7,264216576
1599678167.56,7309809,13465010,78.9,142045184,25.5,264216576
1599678167.83,7323594,13469018,89.6,142069760,29.4,264216576
1599678168.1,7341758,13473110,85.5,142069760,26.2,264216576
1599678168.37,7360845,13476764,73.8,142344192,33.6,264216576
1599678168.64,7389298,13480718,82.6,142344192,22.4,264216576
1599678168.91,7399331,13484655,89.6,142344192,29.5,264216576
1599678169.18,7412461,13488283,91.6,142348288,18.7,264216576
1599678169.45,7429057,13492317,103.5,142352384,32.5,264216576
1599678169.72,7445104,13496003,83.9,142352384,21.8,264216576
1599678170.0,7455836,13500004,82.9,142356480,28.9,264216576
1599678170.27,7476054,13503672,73.7,142356480,30.1,264216576
1599678170.54,7500206,13507562,90.2,142356480,26.4,264216576
1599678170.81,7520746,13511390,90.7,142360576,30.2,264216576
1599678171.07,7533066,13515697,91.1,142381056,22.7,264216576
1599678171.34,7548136,13519404,86.1,142426112,29.7,264216576
1599678171.6,7564907,13523225,101.0,142462976,25.9,264216576
1599678171.88,7578703,13527206,91.9,142491648,29.4,264216576
1599678172.15,7596216,13531443,87.1,142577664,25.4,264216576
1599678172.42,7620752,13535382,86.4,142659584,32.7,264216576
1599678172.7,7646965,13539157,73.9,142848000,25.3,264216576
1599678172.98,7657609,13543159,89.7,142848000,25.7,264216576
1599678173.25,7672174,13547061,96.2,142938112,26.0,264216576
1599678173.52,7687623,13550661,79.7,143470592,28.6,264216576
1599678173.8,7703747,13554830,77.4,143192064,26.4,264216576
1599678174.06,7714640,13558645,90.7,143273984,22.4,264216576
1599678174.33,7731801,13562472,93.1,143364096,32.4,264216576
1599678174.61,7758948,13566261,90.2,143454208,26.1,264216576
1599678174.87,7776846,13570236,85.8,143572992,26.4,264216576
1599678175.14,7789082,13574283,91.0,143663104,26.4,264216576
1599678175.4,7804405,13577805,79.3,143728640,26.5,264216576
1599678175.67,7819540,13581985,94.3,143831040,30.2,264216576
1599678175.93,7833386,13585573,79.7,143896576,26.6,264216576
1599678176.2,7845884,13589325,74.3,143167488,25.6,264216576
1599678176.47,7868030,13593055,89.4,143208448,25.8,264216576
1599678176.74,7894598,13596767,84.6,143237120,30.1,264216576
1599678177.01,7907001,13600399,15.0,143273984,26.4,264216576
1599678177.27,7915033,13603870,3.8,143273984,26.2,264216576
1599678177.54,7923112,13607214,7.5,143273984,30.0,264216576
1599678177.81,7931282,13610292,11.2,143273984,30.2,264216576
1599678178.07,7938799,13613895,3.8,143273984,26.3,264216576
1599678178.34,7946221,13617094,7.5,143273984,29.7,264216576
1599678178.61,7954520,13620700,7.4,143273984,30.0,264216576
1599678178.87,7963273,13623919,3.8,143273984,26.2,264216576
1599678179.14,7970890,13627177,11.3,143273984,30.0,264216576
1599678179.41,7978103,13630477,7.6,143273984,26.2,264216576
1599678179.67,7986308,13633681,3.7,143273984,26.5,264216576
1599678179.94,7995277,13637028,7.6,143273984,29.9,264216576
1599678180.2,8003741,13640301,3.7,143273984,30.1,264216576
1599678180.47,8010970,13643631,11.3,143273984,26.5,264216576
1599678180.73,8018045,13647023,7.5,143273984,26.1,264216576
1599678181.0,8027491,13650504,7.4,143273984,33.7,264216576
1599678181.27,8035013,13653778,7.5,143273984,30.0,264216576
1599678181.54,8043252,13656923,7.5,143273984,29.6,264216576
1599678181.81,8051818,13660339,3.7,143273984,30.1,264216576
1599678182.07,8059603,13663914,7.4,143273984,25.6,264216576
1599678182.35,8068254,13667500,7.4,143273984,26.3,264216576
1599678182.61,8075791,13670866,3.8,143273984,26.7,264216576
1599678182.88,8082881,13674163,7.5,143273984,30.0,264216576
1599678183.14,8090660,13677334,7.5,143273984,26.2,264216576
1599678183.41,8098471,13680644,7.5,143273984,30.3,264216576
1599678183.67,8106123,13684022,3.8,143273984,30.1,264216576
1599678183.94,8114354,13687055,7.4,143273984,26.2,264216576
1599678184.21,8122421,13690439,3.8,143273984,26.1,264216576
1599678184.47,8130113,13694383,11.2,143273984,34.1,264216576
